match_id,account_id,hero_id,kills,deaths,assists,gold_per_min,xp_per_min,hero_damage,tower_damage,hero_healing,last_hits,denies,net_worth,lane,lane_role,is_roaming,player_slot
5893395760,315272623,21,9,4,2,445,499,21008.0,1814.0,115.0,197,13,15034,2.0,2.0,,129
5893395760,139031324,53,2,5,5,476,459,13946.0,4197.0,0.0,292,19,16706,1.0,3.0,,130
5893395760,114645455,48,3,13,7,259,413,11104.0,597.0,0.0,85,2,6813,1.0,3.0,,131
5893395760,215671947,100,1,8,11,222,275,9674.0,248.0,0.0,30,0,4540,3.0,1.0,True,132
5909426510,165178538,21,10,1,10,465,524,18793.0,908.0,0.0,90,11,10392,3.0,3.0,,0
5909426510,250547284,8,3,0,8,659,689,9364.0,4024.0,1863.0,219,2,14424,1.0,1.0,,1
5909426510,196389151,126,6,1,11,500,612,13778.0,119.0,250.0,132,3,11088,2.0,2.0,,2
5909426510,394879200,107,2,4,15,263,356,5440.0,0.0,125.0,24,0,4569,3.0,3.0,,3
5909426510,183378746,110,0,1,11,279,400,8582.0,20.0,1246.0,34,3,4830,1.0,1.0,True,4
5909426510,86765434,43,3,4,3,417,442,13228.0,0.0,0.0,148,18,8633,2.0,2.0,,128
5909426510,192819341,48,1,7,4,164,219,5512.0,0.0,800.0,19,2,1918,2.0,2.0,True,129
5909426510,141543406,70,0,4,1,373,441,4358.0,0.0,0.0,156,0,7748,3.0,1.0,,130
